Job Title,Job Link,Company Name,Location,Salary,Job Description,Posted Text,Post Date,Job Age
Junior Officer - Manufacturing Excellence & Continuous Improvement,"https://www.glassdoor.co.in/job-listing/junior-officer-manufacturing-excellence-continuous-improvement-bunge-JV_KO0,62_KE63,68.htm?jl=1009786371511",Bunge3.9,Andhra Pradesh,,"Location : Krishnapatnam
City : Krishnapatnam
State : Andhra Pradesh (IN-AP)
Country : India (IN)
Requisition Number : 40399
Job Title: 2P /3P Operation – Contract Manufacturing
Section: Contract Manufacturing team
Department: Technical
Reporting to (job title): AGM Contract Manufacturing
Overall purpose of job: Ensure Food Safety, Quality Compliance & timely Production of Bunge Products manufactured at 2P/3P sourcing unit. Product should be consistent as per Bunge requirement.
Tasks and Responsibilities:Production/ Dispatch execution as per plan by coordinating with 2P units and all other concerned stake holders.Highlight the challenges on time in meeting the monthly plan for corrective action.Need to inform PM suppliers for tentative requirement of PM during the month so that suppliers can arrange raw material for PM accordingly.Follow up to get necessary Crude oil on time in 3P units for production based on Monthly production plans from RKMMonitor and control inventory of packaging materials in units and reorder of PM.Follow up with procurement team for rate card of different PM SKUs in concerned unit.Issue necessary Packaging material POs to vendors by coordinating with Mohali team.Follow up with PM suppliers for timely PM delivery in unit.Production Planning in 3p units based on dispatch requirements from supply chain and follow up with unitsQuality checking – Check and ensure that product quality is as per Bunge specs /Legal specs in chemical analysis and PCRO.Need to ensure that all PM receipt should be as per Bunge specifications.Get necessary dispatch plans from supply chain dept, coordinate with logistics team for trucks and with units for timely loading and dispatchEnsure that units are filling all log sheets from material receipts to FG dispatch as per Bunge systemsEnsure that standards are followed in filling machines, log sheets entered, and preventive maintenance taken careQA systems- provide specs, procedures, training in Bunge standards. Ensure all records kept properly for traceability requirements.Need to ensure that counter samples are sent from unit to nearest own unit for cross checking the analysis being done in sourcing units. Corrective action in case of any variation in results.Keep people management skills and ensure proper coordination between Bunge and units without any frictions affecting the production and dispatchAttend quality complaints and follow up units for action plans and necessary closure.Provide continuous training for unit people to improve standards of production, process, QA, loading , Housekeeping and other food safety standards.Reporting of production/ dispatch/ available stock/ Ready stock for dispatch - details as per the standard MIS report.Coordination with unit and Mohali team to get the PM receipt / Oil receipts entries done in SAP.Coordination with unit and Mohali team for production entry in SAP.Follow up with unit and Mohali team to provide details and get invoice to CFA and STNs for direct dispatch.Monthly physical stock count for FG/ Oil and PM stocks. Agree the difference with unit for debit note and clearance of the same without any dispute.Follow up with supplier and procurement for implementing any change in PM artwork/ design or Size.
Interface:
 Build relationship with 2P unit management and maintain good rapport to ensure that we get the product as per Bunge requirement from 2P unit.
 Should have leadership skill and sound subject knowledge to train the persons concerned in 2P/3P units.
Education, qualifications, special training, experience and skills:
1. Should be a Oil Technologist having 2-3 Years of experience working in Edible oil field.
2. Sound knowledge about different oils, processing, packing and quality checks techniques/ Basic knowledge of statutory requirement like FSSAI / Weights & Measure etc.
3. Sound knowledge of Packing material quality and check points to ensure right quality PM receipts in plant to pack. Should have leadership quality to educate/ train the persons in unit to ensure receipts as per Bunge need.
4. Good at Leadership and coordination skills to handle all internal & external stake holders. Computer knowledge to generate daily reports and e-mailing related to daily activities.
5. Travel to market & customer point on need basis for complaint handling, product improvements etc
Bunge (NYSE: BG) is a world leader in sourcing, processing and supplying oilseed and grain products and ingredients. Founded in 1818, Bunge’s expansive network feeds and fuels a growing world, creating sustainable products and opportunities for more than 70,000 farmers and the consumers they serve across the globe. The company is headquartered in St. Louis, Missouri and has 25,000 employees worldwide who stand behind more than 350 port terminals, oilseed processing plants, grain facilities, and food and ingredient production and packaging facilities around the world.
Bunge is an Equal Opportunity Employer. Veterans/Disabled",,,
Specialist (French),"https://www.glassdoor.co.in/job-listing/specialist-french-maersk-line-JV_KO0,17_KE18,29.htm?jl=1009766124041",Maersk Line4.1,India,,"Opportunity
Maersk is a global leader in integrated logistics and have been industry pioneers for over a century. Through innovation and transformation, we are redefining the boundaries of possibility, continuously setting new standards for efficiency, sustainability, and excellence.

At Maersk, we believe in the power of diversity, collaboration, and continuous learning and we work hard to ensure that the people in our organization reflect and understand the customers we exist to serve. With over 100,000 employees across 130 countries, we work together to shape the future of global trade and logistics.

The Role:
Manages assigned customers and budget base; pursues and secures business in line with the business objectives.
Probes and identifies customer needs and provides solutions.
Builds a good understanding of target customers and the assigned account
base.
Communicates significant trends, rate changes and policies to assigned
accounts.
Researches and understands the territory to identify and establish
business contacts with potential customers.
Research and analyses competitive and industry trends.
Ensures customer relationship management tools are updated on time and
are of excellent quality.
Key Skills and Competencies:
French Language Proficiency: Fluent in French (spoken and written); ability to handle business communication and documentation.
Sales knowledge or experience (value add): Foundational understanding and experience of sales.
Customer Service Orientation: Strong problem-solving skills and a customer-first mindset.
Communication Skills: Excellent verbal and written communication skills in both French and English.
Attention to Detail: High level of accuracy in managing documentation, translations, and operational workflows.
Analytical Thinking: Ability to analyze data and drive process improvements.
Qualifications and Experience:
Bachelor’s degree.
French B2 Certification
2–5 years of experience in logistics, supply chain, or customer service roles as French Expert
Fluency in French and English is mandatory; additional languages are a plus.
Why Join Us?
Work in a global environment with opportunities to collaborate with diverse teams.
Use your French language skills to deliver impactful solutions for international clients.
Grow your expertise in logistics, forwarding, and supply chain operations through world-class training and projects.
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",,,
IT Logistics Technician,"https://www.glassdoor.co.in/job-listing/it-logistics-technician-milestone-technologies-inc-JV_IC2833209_KO0,23_KE24,50.htm?jl=1009781524329","Milestone Technologies, Inc.3.7",Chennai,₹4L - ₹5L (Glassdoor Est.),"Company Overview

Milestone Technologies is a global IT managed services firm that partners with organizations to scale their technology, infrastructure and services to drive specific business outcomes such as digital transformation, innovation, and operational agility. Milestone is focused on building an employee-first, performance-based culture and for over 25 years, we have a demonstrated history of supporting category-defining enterprise clients that are growing ahead of the market. The company specializes in providing solutions across Application Services and Consulting, Digital Product Engineering, Digital Workplace Services, Private Cloud Services, AI/Automation, and ServiceNow. Milestone culture is built to provide a collaborative, inclusive environment that supports employees and empowers them to reach their full potential.

Our seasoned professionals deliver services based on Milestone’s best practices and service delivery framework. By leveraging our vast knowledge base to execute initiatives, we deliver both short-term and long-term value to our clients and apply continuous service improvement to deliver transformational benefits to IT. With Intelligent Automation, Milestone helps businesses further accelerate their IT transformation. The result is a sharper focus on business objectives and a dramatic improvement in employee productivity. Through our key technology partnerships and our people-first approach, Milestone continues to deliver industry-leading innovation to our clients. With more than 3,000 employees serving over 200 companies worldwide, we are following our mission of revolutionizing the way IT is deployed.

Job Overview

Milestone is looking for a skilled IT Asset Logistics Technician to provide onsite services for our client supporting a global team. In this role, you will be engaged with inventory management, imaging and deploying of Windows and macOS laptops, mobile devices, and the essential equipment that keeps our client and their teams going.

New Hire equipment ticket managementImaging and deployment of laptops, peripherals, and equipmentManage and process delivery and deployment of logistics request ticketsProcess and record received deliveries of existing equipmentConfirm and validate new asset receipts of hardware receivedEscalate, report, and manage discrepancies between hardware assets physically receivedConduct weekly stockroom inventory asset auditsCollect, process, and manage legal hold assetsMonitor and report inventory stock levels in accordance with established thresholdsMaintain and track hardware to and from the inventory store roomsPerform hardware recovery upon employee terminations and laptop replacementsIdentify disposition of returned assetsAssist to arrange and manage e-waste services
SkillsGraduation, Diploma or equivalentMinimum 1 year of Inventory Management experienceAbility to work in an onsite capacity following Milestone Technologies and Client safety guidelinesExtensive understanding of IT equipment, models, and accessories including Windows, macOS, Android, and iOS devicesExcellent ticket management hygieneResponsive and efficient communication via email, Slack, and Zoom; exhibiting a high level of professionalismKnowledge of storeroom safety and operationsAbility to lift/move 25-50 poundsStrong verbal and written skills for customer interactionsMinimum 2 years of imaging, and deployment experienceKnowledge and experience using ServiceNow, JAMF, BigFix, and other device management/service delivery softwareAbility to drive a truck and/or box truck is a plus
Compensation

Estimated Pay Range:

Exact compensation and offers of employment are dependent on circumstances of each case and will be determined based on job-related knowledge, skills, experience, licenses or certifications, and location.

Our Commitment to Diversity & Inclusion

At Milestone we strive to create a workplace that reflects the communities we serve and work with, where we all feel empowered to bring our full, authentic selves to work. We know creating a diverse and inclusive culture that champions equity and belonging is not only the right thing to do for our employees but is also critical to our continued success.

Milestone Technologies provides equal employment opportunity for all applicants and employees. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, gender, gender identity, marital status, age, disability, veteran status, sexual orientation, national origin, or any other category protected by applicable federal and state law, or local ordinance. Milestone also makes reasonable accommodations for disabled applicants and employees.


We welcome the unique background, culture, experiences, knowledge, innovation, self-expression and perspectives you can bring to our global community. Our recruitment team is looking forward to meeting you.",,,
Senior Process Expert (French),"https://www.glassdoor.co.in/job-listing/senior-process-expert-french-maersk-line-JV_KO0,28_KE29,40.htm?jl=1009782913066",Maersk Line4.1,India,,"Opportunity
Maersk is a global leader in integrated logistics and have been industry pioneers for over a century. Through innovation and transformation, we are redefining the boundaries of possibility, continuously setting new standards for efficiency, sustainability, and excellence.

At Maersk, we believe in the power of diversity, collaboration, and continuous learning and we work hard to ensure that the people in our organization reflect and understand the customers we exist to serve. With over 100,000 employees across 130 countries, we work together to shape the future of global trade and logistics.

Customer Experience includes roles that provide services to customers once they are onboarded in the Maersk environment. Activities may include the following (but are not limited to):
Customer channel managementCase ManagementCustomer onboarding and relationship managementContract and dispute management and more.
Administrative stream includes those who primarily support others by performing skilled technical, administrative or operational tasks. Jobs may range from highly supervised entry-level workers, technicians, and administrative staff to experienced individual contributors with robust technical or practical knowledge in specific areas, who have an ability to execute specialized work to support operations.

At the top of this career stream, individuals work independently and apply standards, yet can also make departures from established processes to resolve problems.
A colleague at this level works on tasks of limited scope and complexity, exercises independent judgment within defined boundaries and guidelines and typically under supervision. The colleague has skills developed through job-related training and on-the-job experience within a specific job discipline.

Colleagues have knowledge of standardized work routines and methods, general facts and information but may need to escalate non-routine problems to a more experienced colleague or supervisor.

The job requires limited job and business knowledge at the time of hiring.

Key Skills and Competencies:
French Language Proficiency: Fluent in French (spoken and written); ability to handle business communication and documentation.Customer Service Orientation: Strong problem-solving skills and a customer-first mindset.Communication Skills: Excellent verbal and written communication skills in both French and English.Attention to Detail: High level of accuracy in managing documentation, translations, and operational workflows.Analytical Thinking: Ability to analyze data and drive process improvements.

Qualifications and Experience:
Bachelor’s degree.2–5 years of experience in logistics, supply chain, or customer service roles as French ExpertFluency in French and English is mandatory; additional languages are a plus.

Why Join Us?
Work in a global environment with opportunities to collaborate with diverse teams.Use your French language skills to deliver impactful solutions for international clients.Grow your expertise in logistics, forwarding, and supply chain operations through world-class training and projects.
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",,,
Delivery Operations Program Manager,"https://www.glassdoor.co.in/job-listing/delivery-operations-program-manager-tesla-JV_KO0,35_KE36,41.htm?jl=1009704023641",Tesla3.5,India,,No description.,,,
Event Manager,"https://www.glassdoor.co.in/job-listing/event-manager-marriott-international-inc-JV_KO0,13_KE14,40.htm?jl=1009787147446","Marriott International, Inc3.9",India,,"Additional Information
Job Number25102043
Job CategoryEvent Management
LocationThe Westin Resort & Spa Himalayas, Khasra No 605 Narendra Nagar, Tehri Garhwal, Uttarakhand, India, 249175
ScheduleFull Time
Located Remotely?N
Position Type Management
JOB SUMMARY
Responsible for preparing all event documentation and coordinates with Sales, property departments and customer to ensure consistent, high level service throughout pre-event, event and post-event phases of property events. This position primarily handles events of average complexity. Ensures their property events have a seamless turnover from sales to service back to sales. Recognizes opportunities to maximize revenue opportunities by up-selling and offering enhancements to create outstanding events.
CANDIDATE PROFILE
Education and Experience
High school diploma or GED; experienced (1 – 2 years of experience) in the event management or related professional area.
OR
2-year degree from an accredited university in Hotel and Restaurant Management, Hospitality, Business Administration, or related major; at least 1 year experience in the event management or related professional area required.
CORE WORK ACTIVITIES
Managing Event Logistics and Operations
Ensures that events progress seamlessly by following established procedures, collaborating with other employees, and ensuring accuracy.
Greets customer during the event phase and hands-off to the Event Operations team for the execution of details.
Adheres to all standards, policies, and procedures.
Ensures billing accuracy and conducts bill reviews with the clients prior to processing the final bill.
Manages group room blocks and meeting space for average to large-sized assigned groups.
Identifies operational challenges associated with his/her group and determines how to best work with the property staff and customer to solve these challenges\ and/or develop alternative solutions.
Uses his/her judgment to integrate current trends in event management and event design.
Acts as liaison between field salesperson and customer throughout the event process (pre-event, event, post-event).
Participates in customer site inspections and assists with the sales process as necessary.
Performs other duties as assigned to meet business needs.
Solicits feedback from the property departments to identify areas for improvement to enhance the Event Planner’s experience.
Ensuring and Providing Exceptional Customer Service
Delivers excellent customer service throughout the customer experience and encourages the same from other employees.
Empowers employees to provide excellent customer service.
Sets a positive example for guest relations.
Coordinates and communicates event details both verbally and in writing to the customer and property operations.
Makes presence known to customer at all times during this process.
Oversees his/her customer experiences from file turnover through the post event phase until turnover back to sales.
Follows up with customer post-event.
Responds to and handles guest problems and complaints.
Uses personal judgment and expertise to enhance the customer experience.
Stays available to solve problems and/or suggest alternatives to previous arrangements.
Works to continually improve customer service by integrating obtained feedback and personal judgment into action plans.
Emphasizes guest satisfaction during all departmental meetings and focuses on continuous improvement.
Interacts with guests to obtain feedback on product quality and service levels.
Ensures hourly employees understand expectations and parameters for event activities.
Leading Event Management Teams
Conducts formal pre- and post-event meetings as required to review/communicate group needs and feedback.
Leads formal pre-event and post-event meetings for average to large-sized assigned groups.
Facilitates various meetings as he/she perceives necessary (Banquet Event Order meeting, block review, etc).
Supporting and Coordinating with the Sales and Marketing Function
Assists in the sales process and revenue forecasting for customer groups.
Up-sells products and services throughout the event process.
Forecasts group sleeping rooms and event revenue (catering and audio visual) for his/her groups.
Conducting Human Resources Activities
Reviews comment cards and guest satisfaction results with employees.
Observes service behaviors of employees and provides feedback to individuals and/or managers.
Assists in the development and implementation of corrective action plans.
Take initiative to use his/her experience to improve service performance according to his/her evaluation of the issue and resolution.
Works with the property staff and customers to address operational challenges associated with his/her group.
Performs other duties as assigned to meet business needs.
At Marriott International, we are dedicated to being an equal opportunity employer, welcoming all and providing access to opportunity. We actively foster an environment where the unique backgrounds of our associates are valued and celebrated. Our greatest strength lies in the rich blend of culture, talent, and experiences of our associates. We are committed to non-discrimination on any protected basis, including disability, veteran status, or other basis protected by applicable law.
At Westin, we are committed to empowering guests to regain control and enhance their well-being when they need it most while traveling, ensuring they can be the best version of themselves. To achieve the brand mission of becoming the preeminent wellness brand in hospitality, we need passionate and engaged associates to bring the brand’s unique programming to life. We want our associates to embrace their own well-being practices both on and off property. You are the ideal Westin candidate if you are passionate; you are active and take pride in how you maintain your well-being; you are optimistic; you are adventurous. Be where you can do your best work, begin your purpose, belong to an amazing globalteam, and become the best version of you.",,,
Claims Adjuster,"https://www.glassdoor.co.in/job-listing/claims-adjuster-transport-and-logistics-JV_KO0,15_KE16,39.htm?jl=1009770252866",Transport and Logistics4.1,India,,"Opportunity
Responsible for handling cargo claims.

Responsible for the management and administration of all claims filed Globally.

Responsible for the coordination with local Front desk and guiding them with regards to claim handling.

Provide proactive, efficient, and fair but firm claims and recovery management and obtain best possible claims and recovery settlement for the Group.

Provide technical expertise and advice related to incidents, claims matter and loss prevention initiatives.
Roles & Responsibilities
Handling cargo Claims as per the set guidelines.
Having a customer centric approach at the same time keeping in mind the legal requirement and closing claim within legal ambit
Establish appropriate claims handling relationship in respective management area.
Assess and document factual background of claims matters; establish and update claims file.
Safeguard rights of recovery and drive recovery actions.
Liaise with internal and external stakeholders, such as claimants (customer, recovery agents, lawyer, under writer and P&I) third party claims administrators etc.
Enter and update data in the claims data base (case management) according to corporate guideline.
Manage and settle claims matters in accordance with corporate guideline.
Provide advice and support to Local claim desk related to any claim’s matters.
Keeping data quality at top level.
Formulate, drive and/or support loss prevention initiatives.
Education:
Graduate from recognized university
LLB / LLM or MBA degree would be preferable
Experience:
Minimum of 2 years of working experience within Shipping, Logistics, Marine surveyor, or insurance Industry.
Exposure to shipping operations preferable.
Experience in core claims handling (which includes independent claim settlement) will be an added advantage.
Special Skills (Functional/Technical):
Good Analytical skills.
The knowledge of structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.
The knowledge of local maritime laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the political process directly impacting claims handling of the region.
Good Comprehension skills
Excellent team player
Well organized to carry out multi-tasks
Flexible with changes
Take ownership and responsibility of the job assigned
Eye for the details
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",,,
DGM - Warehousing & Logistics,"https://www.glassdoor.co.in/job-listing/dgm-warehousing-logistics-wabtec-JV_KO0,25_KE26,32.htm?jl=1009752265430",Wabtec3.8,,,"It’s not just about your career or job title… It’s about who you are and the impact you will make on the world. Because whether it’s for each other or our customers, we put People First. When our people come together, we Expand the Possible and continuously look for ways to improve what we create and how we do it. If you are constantly striving to grow, you’re in good company. We are revolutionizing the way the world moves for future generations, and we want someone who is ready to move with us.
In this role you will lead a warehouse team consisting of 200 people. You need to drive stock accuracy at internal and external warehouses of the plant, Material Availability @ line, ensuring zero stock abnormalities and proactively alerting material shortages. Set up Governance of warehouse processes. Manage 3PL services effectively.
In this role you will:
Ensure ABS cycle-count accuracy >99.5%
Ensure all day-to-day activities are executed as per the set procedures
Fully responsible for line feeding
Guarantee zero-line stoppages on account of available materials
Challenge to meet project targets
Do inventory analysis and report high value/volume inventory & Improve Turns to industry standards
 Improve WMS score to 80% in SCM
Improve stock accuracy as per corporate guidelines and publish the report on monthly basis with C& PA for discrepancies
Support to have Zero Logistics Complaints
Take appropriate action to avoid the ageing of parts in stores
Improve claim management process
Improve Team morale by playing active role within the team
Optimize logistics cost/packaging cost
Work on sustainability projects to reduce the carbon footprint in the supply chain
Improve traceability in warehouse
Work on Kitting of materials
All transactions handled within timelines
Who are we?
Wabtec Corporation is a leading global provider of equipment, systems, digital solutions, and value-added services for freight and transit rail as well as the mining, marine, and industrial markets. Drawing on nearly four centuries of collective experience across Wabtec, GE Transportation, and Faiveley Transport, the company has grown to become One Wabtec, with unmatched digital expertise, technological innovation, and world-class manufacturing and services, enabling the digital-rail-and-transit ecosystems.
Wabtec is focused on performance that drives progress and unlocks our customers’ potential by delivering innovative and lasting transportation solutions that move and improve the world. We are lifelong learners obsessed with making things better to drive exceptional results. Wabtec has approximately 27K employees in facilities throughout the world. Visit our website to learn more! http://www.WabtecCorp.com
Our Commitment to Embrace Diversity:
Wabtec is a global company that invests not just in our products, but also our people by embracing diversity and inclusion. We care about our relationships with our employees and take pride in celebrating the variety of experiences, expertise, and backgrounds that bring us together. At Wabtec, we aspire to create a place where we all belong and where diversity is welcomed and appreciated.
To fulfill that commitment, we rely on a culture of leadership, diversity, and inclusion. We aim to employ the world’s brightest minds to help us create a limitless source of ideas and opportunities. We have created a space where everyone is given the opportunity to contribute based on their individual experiences and perspectives and recognize that these differences and diverse perspectives make us better.
We believe in hiring talented people of varied backgrounds, experiences, and styles… People like you! Wabtec Corporation is committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or expression, or protected Veteran status. If you have a disability or special need that requires accommodation, please let us know.",30d+,2025-05-27,30.0
Specialist,"https://www.glassdoor.co.in/job-listing/specialist-maersk-line-JV_KO0,10_KE11,22.htm?jl=1009791881200",Maersk Line4.1,India,,"Opportunity
Responsible for developing customer relationships that promote retention and loyalty. They will support and work together with the Area Sales Team/other functions in service centers (GSC) to ensure that assigned customers achieve their expected business outcomes with Maersk solutions.
Ensures Client Managers are supported using the standard channels and build long-term trusting relationships with the customers to ensure they realize full value from their investment with Maersk
Continually assess customer progress toward states goals and drive expected results in the areas of adoption, usage, business value, friction and overall relationship.
Quickly resolve customer challenges by leveraging resources from across the company as needed.
Manage the CAT allocation process and coordinate with customers to ensure they deliver on the commitment.
Manage the ocean & logistics contract renewals / tender handling by leveraging resources from across the company as needed.
Timely contract renewals & contract management
Working closely with front line sales for account planning, goal setting and marketing strategies.
Communicates service or rate changes to assigned accounts.
Responsibility to carry out other various sales support tasks and commercial activities from start to finish.
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",24h,2025-06-02,24.0
Executive - Warehouse,"https://www.glassdoor.co.in/job-listing/executive-warehouse-reckitt-JV_KO0,19_KE20,27.htm?jl=1009792036207",Reckitt3.8,India,,"Home to the world's best loved and trusted hygiene, health, and nutrition brands. Our purpose defines why we exist: to protect, heal and nurture in the relentless pursuit of a cleaner, healthier world. We are a global team united by this purpose.
Join us in our fight to make access to the highest quality hygiene, wellness, and nourishment a right and not a privilege.

Manufacturing
Our supply chain is the backbone of our business. It's how we get our trusted products to people all over the world, safely and efficiently. And it's our talented and passionate teams that make this happen.

If you're looking for a career in supply chain, there's no better place to be than Reckitt. We offer a variety of exciting opportunities in all areas of the supply chain, from planning and procurement to manufacturing and logistics. You could join our Global Supply Planning team to develop and implement our global supply strategy, or work with our Procurement Centre of Excellence team to negotiate and manage our supplier relationships.

Our Manufacturing Excellence team help us improve the efficiency, quality and safety of our manufacturing operations, and our Logistics Excellence team develop new and innovative ways to distribute our products to customers.

About the role

As the Production Planner for Midsized / Small ranges at Reckitt, your insights not only predict the pulse of our business but also shape it. Your skill in demand forecasting becomes the cornerstone of our production and supply planning; a critical element that influences our success. With every detail of sales or market changes, you adjust the sails of our operations. In this pivotal role, harmony between departments begins with you, as you embody the collaborative spirit that drives Reckitt forward.

Your responsibilities
Collaborate with Sales and Marketing to develop precise forecasts, improving accuracy and efficiency.Maintain continuous dialogue with manufacturing to ensure product availability and optimal customer service levels.Facilitate the Sales & Operations Planning (S & OP) process, galvanising sales meetings to ensure alignment.Evaluate promotional impacts, adjust forecasts as necessary, and recommend solutions.Manage in-transit and safety stock requirements, ensuring effective inventory control.Provide analysis to support decision-making and address any potential supply challenges.Encourage Sales to achieve the best possible supply outcome and financial projection.

The experience we're looking for
Exceptional analytical skills, able to decipher complex data and recommend solutions.Demonstrated ability to forge strong relationships and effectively communicate across functions.Prioritisation and workload management prowess.Experience in demand / supply planning within a commercial environment.Constructive challenge abilities, confident in shaping the best outcomes.An understanding of how to enhance supply efficiencies and question existing practises for improvement.Proven business acumen and adeptness in navigating the intricacies of supply chain, logistics, and ecommerce.

The skills for success

Supply Chain Management, Business Partnership, Collaboration, Partnership building, Relationship management, Business acumen, Productivity management, Logistics management, Project management, Improve business processes, Advanced analytics, Data analytics, Manufacturing excellence, Ecommerce.

What we offer

With inclusion at the heart of everything we do, working alongside our four global Employee Resource Groups, we support our people at every step of their career journey, helping them to succeed in their own individual way.
We invest in the wellbeing of our people through parental benefits, an Employee Assistance Program to promote mental health, and life insurance for all employees globally. We have a range of other benefits in line with the local market. Through our global share plans we offer the opportunity to save and share in Reckitt's potential future successes. For eligible roles, we also offer short-term incentives to recognise, appreciate and reward your work for delivering outstanding results. You will be rewarded in line with Reckitt's pay for performance philosophy.

Equality

We recognise that in real life, great people don't always 'tick all the boxes'. That's why we hire for potential as well as experience. Even if you don't meet every point on the job description, if this role and our company feels like a good fit for you, we still want to hear from you.
All qualified applicants will receive consideration for employment without regard to age, disability or medical condition; colour, ethnicity, race, citizenship, and national origin; religion, faith; pregnancy, family status and caring responsibilities; sexual orientation; sex, gender identity, gender expression, and transgender identity; protected veteran status; size or any other basis protected by appropriate law.",24h,2025-06-02,24.0
Safety Executive,"https://www.glassdoor.co.in/job-listing/safety-executive-apm-terminals-JV_KO0,16_KE17,30.htm?jl=1009791881092",APM Terminals4.1,India,,"Opportunity
APM Terminals
HSSE Site Lead
We Offer:
To be the anchor of the HSSE team at a dedicated site/location, lead and manage all the HSSE-related activities, the operations is mainly focused on client site operations for lead logistics, trucking activities, supply chain logistics.
The incumbent will also be responsible for collaborating and advising the business on strategizing and implementing health, safety, security and environment protocols at the site under jurisdiction, in line with local statutory requirements as well as Maersk Global HSSE Processes and Requirements. We offer an exciting and attractive career in an ambitious and competitive environment with the possibility of continuous professional and personal development across a world-class organization. This is an exciting opportunity for professional development.
Key Responsibilities:
Drive Zero Incident HSE Program by ensuring safe working practices and identifying/helping in eliminating unsafe conditionsImplement, Monitor and Maintain the HSE related policies and guidelines in strict accordance with the defined HSE strategyPrepare and Implement Emergency Response Plans (ERP)Developing HSE audit check lists and audit programs and programs for general safetyParticipate in periodical HSE AuditsMaintaining HSE statistics and provide project statistical information & reporting as and when requiredConducting site safety inspections on appropriate use of PPE, upkeep of tools, tackles, lifting machines etc.Periodic training for Material handling, MHE operations, defensive driving, crane operation, pedestrian safety, use of PPE etc.Ensuring Near miss and hazards are reported as per required targetParticipating in incident / accident investigationsDevelop material for regular toolbox talks for daily, weekly and monthly HSE Review MeetingsPromoting safety consciousness at site and regularly engage with employees for better safety performance during their workImplementation of safe packing practicesMaintain the awareness of active and developing situations relating to HSSE Manage HSSE, IM & BCM requirements at siteResponsible for the local implementation of HSSE standards in the company on all areas of operational activities including company premises, warehouse Conduct investigation on HSSE matters and Root Cause Analysis Support the Operations Team at site in capacity building of workforce on Global HSSE Requirements and ProcessesIncident management - Ensure timely reporting of all incidents; investigate, analyse and review all HSSE incidents high potential Near Misses and unsafe practices within the area; report all incidents to centre according to the define framework.Investigates, analyses and reviews all HSSE incidents high potential Near Misses and unsafe practices within the site
Who we are looking for:
3-4 years of industry experience with a minimum of 4 years as an HSE ProfessionalA strong passion for keeping our people safe.Having sound knowledge of local HSSE legislations, property and process design and operational requirements applicable to logistics industry including sustainable transportationGood understanding of risk management principles and application of barriers and critical controlsFluency in English and preference for local language spoken and written
Maersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.
We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing [email protected].",24h,2025-06-02,24.0
